benchmark,YalSAT-DDFW,TaSSAT-LiWeT,UBCSAT-DDFW,YalSAT-prob 
c3d8096db125f4bade48cfd0dcf441f3-SE_PR_stb_531_83.apx_1.cnf.xz,6.16,0.91,24.68,33.47
cf3f0d16a464d40eb66f98eb254ba55d-6s103.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9d7caee59e9d362d132f1cd785de8a0b-ncc_none_21015_5_3_3_0_0_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9cc770cf88cc43d90eff8de4549f5fe2-prime2209-96.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
40c4cd1a6ae54b0b82d4ac19564a2360-rook-57-1-1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
33db8e6d08fb905660e21f78e436f2cc-hidden-k3-s0-r5-n700-01-S2069048075.shuffled-as.sat05-488.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7927727cdd6b4346d77112510631721f-manthey_DimacsSorterHalf_37_6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
27f55505e774c7ef6f3672c532c9f11f-mrpp_8x8#18_16.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fa90aeace60376ba8e25dc50b7e00ed7-SAT_dat.k100-24_1_rule_3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
95b93acd24c5a214fdc2e422c8fb255f-hgen7-n390-02-S178568232.shuffled-as.sat03-861.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0f756b788718d677f0fc3f0fa0989498-iso-brn008.shuffled-as.sat05-2702.cnf.xz,1025.61,0.73,1897.96,35.18
e85826d3f193cc3fb4b3f1aba884516e-grid-pbl-0200.shuffled-as.sat05-1348.shuffled-as.sat05-1348.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3334919f6e241ce87c5b91ed90fc0c1c-edit_distance031_284.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
033f38da07bdbbad4763eaf1fe97ce37-AProVE07-27.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f1eed0ae6d2150ea01d51e276cc648c4-avg-checker-5-34.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2d0b17fc6203c74e3e72055f532459ca-rbsat-v2640c305320gyes10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c5dbdd112be5e90c3033dfb361816b3d-vmpc_23.shuffled-as.sat05-1959.cnf.xz,13.13,10.49,5.93,4.82
e5b11161851924689e62577d4feab878-mrpp_6x6#16_24.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
34d4855d35512e718f73405f1291a592-g2-hwmcc15deep-beemhanoi4b1-k32.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
78e1a4450067e056c01c737a3dc1e663-SGI_30_60_25_40_2-log.shuffled-as.sat03-121.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8c70a8d5d537e2c49a58d3c3787ca602-w15.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4d73378fc379c9ec86211c3ddcd31ea0-hanoi6.shuffled-as.sat03-1526.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d7186f39e10efde2900813e003acbd9f-SAT_instance_N=72.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
df5f488a1d1285f0e10e98f81c56faa4-dspam_dump_vc1093.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f404aeb739904e93df80d9a4262cb33d-iso-ukn001.shuffled-as.sat05-3581.cnf.xz,2.96,0.05,0.08,0.03
f50508c7983eea7cce9556409c972877-Steiner-405-70-bce.cnf.xz,TIMEOUT,13.69,101.98,1907.82
ea0aa5248f55688a6e344ce03ebab18b-eqspwtcl14bpwtcl14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0f27eae382e7dcd8fd956ab914083a29-AProVE11-12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7d6710625f3747894f918380206f121f-pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1ee2f05c4c77daa720f71a90358d5b2c-rbsat-v2640c305320gyes2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0be7677e00434b17e9e35104d290f600-gensys-ukn002.shuffled-as.sat05-3842.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0efa07e7b6206471a0c15605edab6faf-SGI_30_40_30_20_2-log.shuffled-as.sat03-105.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e67d6b8287207d399ba4882326248a6f-hanoi5.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
592078a0b65e96c18e866d4a96d81bab-ncc_none_5047_6_3_3_3_0_435991723.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8315e99c7317e090cea8dc131a872665-prime2209-89.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b6d7213b879df4d18f966babd59c876c-UTI-20-10p1.cnf.xz,TIMEOUT,219.57,TIMEOUT,TIMEOUT
dd59b346420e715ca47a3dc1e78ca961-g2-ak128modbtbg1btaig.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4e203ccb97234b5525148f79e47a6276-mod2c-rand3bip-sat-180-1.shuffled-as.sat05-2428.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3bbfc193e8da14531eacad849af4d08c-ca032.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e5930cfb5e34c9102635724f36f987ba-apn-sbox5-cut5-symmbreak.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
dd7ee2bf60e28a897d8b02db491f3981-mp1-klieber2017s-0500-024-t12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
220bb8aa093e502c47afcdac3140d67c-vmpc_24.cnf.xz,72.51,68.38,76.05,77.1
4e6eccfddb9e4aa78a9710e07ebdd2a4-rook-44-0-1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b2d89917d97f65150eef03cf1db3c03d-grid-strips-grid-y-4.035-NOTKNOWN.cnf.xz,TIMEOUT,2588.28,TIMEOUT,TIMEOUT
bdcb212398aa054bc4cac4603007f1d2-MD5-28-2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c2d2885ef8fa77119736e4a44bdb5276-sgen1-sat-140-100.cnf.mis-111.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cb4238b7a86307dd3e0be2ef213500ad-sqrt_ineq_2.c.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
9f103bae33a5e3d957fccbb41e208d16-mp1-rubikcube512.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e42fd23bf50d6fb0507c4c9ff9f21806-aes_128_10_keyfind_1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d88c6afc13cdad0e2c8371a879692b39-battleship-13-13-unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bbe2e708ed3a07f5b9c34ee9e04242b3-transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.050-NOTKNOWN.cnf.xz,979.78,1036.2,306.03,3832.37
f4fa9904edc0c1edcbe4231d643ec502-AProVE09-10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
772df42aad13b37340a40bffd859f0a5-48bits_13.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148.cnf.xz,TIMEOUT,2539.09,TIMEOUT,TIMEOUT
a90c98a75a36f9855aa8f069deec463a-c10id_i.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ee68d8042b246565dfa474364227487f-logistics-rotate-11t6.shuffled-as.sat05-1135.cnf.xz,5.74,9.43,37.43,63.36
3d485f7153c8f84f932bd15a8e0654ae-vmpc_27.cnf.xz,386.38,67.88,74.69,972.88
431aa052e2101d8018df4a2abe0ce0d4-ex051_9.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
33bcf82677b7fdacf18dd48892596a1d-TimetableCNFEncoding_20_UNKNOWN.cnf.xz,TIMEOUT,586.99,TIMEOUT,TIMEOUT
97650f619bfb5d2742784f332035eb62-ccp-s9-facto4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0f371692924016392c7035ec4dd58ffc-shuffling-1-s147121172-of-bench-sat04-433.used-as.sat04-572.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
536f3a4dbb98b717f4c58b6e0162882e-Sz512_15127_3.smt2-cvc4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b47f8c7b20354eba57bc28fee009a803-course_flat_0.12_2018_3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bde72d8a88a0433046a5f1f4e9991b41-16pipe_16_ooo.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
631a2a01917c2d161908041343b207b6-emptyroom-4-h22-sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cc07e92fc74cdaf6f2c60ba097de98f5-course0.12_2018_3_5.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b697738cefe9cb2dd62f24653a13b341-EDP3-60000.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ecb7bb471ae8b40de7a433d7bf7a3aa5-gensys-brn005.shuffled-as.sat05-3424.cnf.xz,6.76,0.11,6.81,6.7
dc8ddb17b01d65aebc2223d4c26f9d00-minxorminand032.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
98a6390be8264c04046d5245c449c061-DLTM_twitter454_70_12.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6ff4198f0afaa8cd07f0c33edb9f71e7-qwh.60.1692.shuffled-as.sat03-1658.cnf.xz,4.49,TIMEOUT,1.61,2.6
bcd7fa4a9f819e39d305e724780f040f-crafted_n12_d6_c4_num6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
49538efad8a86131663aff9cd8e6d891-ndist.b.26487.cnf.xz,TIMEOUT,192.35,49.53,2.57
878f074f37dfcf15181b90aaff9a911c-gto_p60c233.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
fec81a0409cbdc164aa5681d27d6c3f8-g10nidw.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4132196a3dad222c96f2bc021255d21b-AProVE09-05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,1202.7
f9bffa4261b81f64b3a602634b476046-bob12s02.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
12aa3ed1a79232f2a381751f1161ca1f-rand_net50-25-1.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cd33a862b81ba7b887845d3510c41c62-MASG0_72_keystream76_0.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d17aa530bbd09452b0f32daf4ab9c8f0-tph8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
24d16b0798f2f4cabb6d4661d847c2eb-58bits_11.dimacs.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
10f58658725d26a71262cd04f3088a1d-too_large_gr_rcs_w6.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1335cf5a529c51c86733b20450a41ac1-p01_lb_05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
257b1331c202be554abdec123a86213b-ramsey-30-4.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8dd3ee48f7d6459e0c84ea6bd56330d8-rphp5_040_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
eaa3831e331bec02d1af08b1c6454d4c-hgen3-v500-s1920280160.shuffled-as.sat03-1694.cnf.xz,1.66,1.85,2.5,0.15
8cc277adc1b861c9db879a378779fcb1-mrpp_6x6#14_24.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d08c3d55c88b3c2577800b544399553e-preimage_80r_492m_160h_seed_136.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
96581fdd5f4b9d781f15c66cfb0d1c9f-aes_16_10_keyfind_3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d6530945e7d35ef34435c9b988d9ea41-AProVE09-21.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ecfa1f0b2d8ce80aef5122a65979a773-c7552.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0059d4b1cf79efbc6e6ed50caee0448e-4col220_9_1.shuffled.cnf.xz,11.87,8.21,185.28,91.63
75d8705ab6a8acffe29585e95268acc0-sted5_0x0-50.cnf.xz,1741.79,1129.1,3686.21,TIMEOUT
7fff5091659a5b104b4f1a9943974fa3-iso-brn003.shuffled-as.sat05-2697.cnf.xz,30.1,3.25,4.1,14.01
aad5bbe8920c5afc84068bb1da27ee8f-LABS_n041_goal003.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c446bab9265d91062678c8c6f48ff00d-atco_enc2_opt1_20_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b72179b73f013a009f4bb68c4bf31c8b-Kakuro-easy-104-ext.xml.hg_6.cnf.xz,TIMEOUT,428.56,TIMEOUT,TIMEOUT
3ce73c94ea228d9f82d9ce0a35e44678-hcb3.shuffled-as.sat03-1431.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8f7ae5a737fdc0bbf1d48aaf3159f8fd-sgen1-unsat-133-100.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3e4aec55f52f71c982e583694e021a19-toughsat_factoring_428s.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ee79c76b65e89e7e02367d1c3df2cb43-prime2209-87.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
28a37990dc4b9a0db968af9dacd0f977-QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
80228e9f9a7eabcf5a44312987c048b2-em_7_3_6_cmp.cnf.xz,23.94,65.81,347.58,348.91
149295422d7a647d48da377e0a4caea2-fphp-025-025.shuffled-as.sat05-1205.cnf.xz,0,0,0.01,0
86173292a2c6a506acf27a81db853bb5-ktf_TF-7.tf_3_0.06_113.cnf.xz,26.59,12.68,28.09,TIMEOUT
dbbd977e78d2e6a9d2d83c5077597591-Kakuro-easy-118-ext.xml.hg_4.cnf.xz,TIMEOUT,402.28,2421.9,TIMEOUT
4483f9654fdf809f93ded32e47cea3d3-driverlog4_ks99i.shuffled-as.sat05-4021.cnf.xz,0.42,0.02,0.24,0.06
1c3abce44050ac9e289c84b42f29e62b-manthey_DimacsSorterHalf_29_2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4fc3b8d4f7310148a8f85ac9c86daa83-fdmus_b21_111.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b680dff3be5cb5839d6b54821cd38b41-6s19.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
7cbc5cc8519a0623cdec0361495e153b-unsat-pbl-00200.sat05-1329.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a948cbb498dad47fe4bf5a3124ab11a8-Paley13-k9.cnf.xz,0.14,0.3,0.27,40.55
16e5939e61e823ea250858edd0fb8d44-Urquhart-s3-b10.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
42e5098d8fd498a760e9336cac826604-php-050-050.shuffled-as.sat05-1168.cnf.xz,0.03,0.03,0.05,0.02
e85b6cb3e2751d5c80559433ba1adf06-vlsat2_24450_2770239.dimacs.cnf.xz,TIMEOUT,118.76,3355.09,TIMEOUT
0f5921fb01e9157f405741b6d0a276d2-g2-hwmcc15deep-bobpcihm-k33.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cbc2e1b60303999f280e47867865a866-mp1-ps_5000_21250_3_0_0.6_0_1.45_6.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
229289df92a0bbf2af12f6996351eb3f-rnd-v25-e233-k8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
67e4e350f9df597fc344567f4a252d04-gus-md5-09.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3ed56242f55e3653dbceeb4a70221787-rbsat-v945c61409gyes9-sc2009.cnf.xz,3802.22,403.97,329.31,38.66
2dfce8dfd050eefb91c57a8f2270cff9-newton.4.3.i.smt2-stp212.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
cc5c7c695cbb6f78c1af80b3e5471db3-ak016modbtsimpbisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c2dd17ac9cfd69732745c4766d9afc04-g6bid.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
91d5cff27d49511011ee7bcf31f55b47-289-sat-5x8.cnf.mis-119.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
49f4b5d61b27f71400b89c2693926fcd-fixedbandwidth-eq-39_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3751efaa7b950a87875fa3ee0092e8a9-peb-pyrofpyr-13-neq-3_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d23f5610f3ebade3aa6f67d49dc67716-lksat-n2200-m7524-k3-l4-s1174222436.used-as.sat04-918.cnf.xz,2.33,0.2,2.34,0.36
9ba26d82f21d9e989dd0d0a9643c1902-crafted_n10_d6_c3_num3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c971e245ef88e415b25f117c755b9522-tph17.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d2bcc67c294857907be3fc614bdfe9c6-bob12m02.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
532498b3cd948f0db94ac28636a05816-TimetableCNFEncoding_17_UNKNOWN.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
65138afdf7eb054be5131f2b0de84369-satch2ways12u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
deb76f54ab18eb8586d8219bcd61f0f9-DLTM_twitter249_74_11.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
bf31eea5a8b87410f1fb83064e2cb82e-dlx1c.ucl.sat.chaff.4.1.bryant.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b004a860aa472a75b393c9fa934d409f-6-3-8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f4cfc98950fb8d8e75ad8b3ad88e75f8-countbitsarray02_32.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c099bbe3e13613c75f8019283fc8ea24-rphp5_070_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
af3e5fba8f4fae7570310c7a56d5dc30-mrpp_6x6#14_20.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
78e6490da1818f3555e816f6fbd43dcb-sokoban-p20.sas.ex.17-sc2016.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2ca45059bddd612a5b6a3ce1fa903c04-vmpc_21.renamed-as.sat05-1923.cnf.xz,240.79,115.81,32.43,15.36
4517202fdd0ccc8a97d83684b021ea96-VanDerWaerden_2-3-14_186.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
0cfe9c90d3a51435a5e4dba7634b882f-g2-ak128boothbg2msisc.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
f3f7e53b8fbd76324b30e8595dc455fc-par32-5.debugged.cnf.xz,0.03,0.02,0.05,0.01
2aab943d5ee5d7b3888f1ca30a453c4f-logistics-unsat-logistics-rotate-11t5.sat05-1141.reshuffled-07.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
822ac2997c9e0f0def5971dabcdb0dd9-mchess_18.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
a8c6f24ce9bc4ae6953763a82835e2d4-quad_res_r31_m35.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6dfbcfdd1ca6377a961f212deff6c70c-vmpc_36.shuffled-as.sat05-1954.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
d440df5704cde1da1c99f2d5e01568b6-php-050-049.shuffled-as.sat05-1196.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5d5c0c05c8e7b3443aaa912528aa136f-aes_128_1_keyfind_1.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
2565059c258a9e1a45f61df4e0112010-php-030-025.shuffled-as.sat05-1178.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
509d692d03c7afd66d9b811e765f20ee-x2_72.shuffled-as.sat03-1604.cnf.mis-141.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e4ac15cf2373fe0a3601065225178916-2013113162201nw.shuffled-as.sat03-1668.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e90e0ef463abd1050fdc1dba763ec0fc-rbsat-v760c43649gyes2.cnf.xz,38.4,74.28,239.13,6.36
f9bc7ef71aee753e2c3ea28a9eda94f1-partial-10-15-u.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
21fa658d6db005c959b0c95a9d6ca0e1-ibm-2002-27r-k95.cnf.xz,TIMEOUT,3905.33,1156.72,TIMEOUT
d28981444ef65f40d521d743831ccb31-sortnet-8-ipc5-h19-sat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
6434c2dd6a69515817b2dfbed3f2dec0-002-23-96.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8971386b2aa05d4029deaead24340fff-lang28.cnf.gz.CP3-cnfmiter.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
8c60df3506933810c6f1e5dfc8a71fe3-ibm-2004-2_14-k45.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
403986262aa33a97e5fa06d08b34067f-logistics-rotate-09t5.shuffled-as.sat05-1139.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1527378fc216e0506bf8b63d0fad56be-randomG-Mix-n18-d05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
1508ae612fe86a14fe9ce950694f7b71-AProVE09-25.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4a1e27665db6b1968c0ccbeae30ab8c4-E10N10.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
088ffd086f2d5e55553d5e79aa30aaf5-4col280_9_9.shuffled.cnf.xz,108.59,17.5,53.66,42.65
4f8f31bf2d3a816b560b0ed39420199b-sv-comp19_prop-reachsafety.26_stack_cas_longer_false-unreach-call.i-witness.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
de24a43766cbd9ba5afaa1eb07017d23-countbitsrotate128.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5952b9f18b73dabb531c60e3ac85d26f-ctl_4291_567_9_unsat.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
994f336832f84532ac98a1cd48a1ae9b-dspam_dump_vc950.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
20af7a90131ea05e1ef53ea3705088c9-smtlib-qfbv-aigs-bin_libsmbclient_vc1225238-tseitin.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b9e8b9a81de71e12018fb63da04183e4-slp-synthesis-aes-bottom15.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
839cd1ade564cb2fe3872b3e1391823b-k2fix_gr_rcs_w9.shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
136c05323315a2cda8344717913a9a32-crafted_n10_d6_c4_num3.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
5584be29eee93d029ce0c089f067f172-ecgrid6x215_shuffled.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
c3621075609bccb71f473444d4bb32a1-sokoban-sequential-p145-microban-sequential.080-SAT.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
ed121f2f4679309b609ba475ccb79509-bv-term-small-rw_1159.smt2.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
b56937cdb4cfd8a7b4a27afe68602acf-battleship-17-33-sat.cnf.xz,0.03,0.01,0.01,0.12
33f30196a8621928deb37d204729e218-dist5.c.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
744199dff0b9d2fc6f3f5b73d0f924c1-simon-mixed-s02bis-05.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3a2296b865b75bbb852a284a7ffde19f-uts-l06-ipc5-h29-unknown.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
021331d523ad3092616ff99cf0c6c355-arcfour_initialPermutation_6_14.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
86baeee562934b47e2df25a53842d612-IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
e763f4abb63b9b78e8a97f27ba5a5a6e-dp07s07.shuffled.cnf.xz,1.09,34.94,7.04,2355.05
200023103e35069382ed4b62bf1ac984-em_11_3_4_all.cnf.xz,0.6,0.8,0.6,148.17
f1a90b942622e252783f9a89fdedb582-connm-ue-csp-sat-n800-d-0.02-s905895187.used-as.sat04-949.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
56072d5c5852e9d4bcbb460361e38618-sv-comp19_prop-reachsafety.barrier_3t_true-unreach-call.i-witness.cnf.xz,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
